prefix,URI,Title,Languages,VersionName,VersionDate,Link,Folder
km4c,http://www.disit.org/km4city/schema,"km4city, the DISIT Knowledge Model for City and Mobility", en it ,v1.6.1,2015-07-28,https://lov.linkeddata.es/dataset/lov/vocabs/km4c/versions/2015-07-28.n3,LOV_Full
label,http://purl.org/net/vocab/2004/03/label,label, da en es ,v2004-03-28,2004-03-28,https://lov.linkeddata.es/dataset/lov/vocabs/label/versions/2004-03-28.n3,LOV_Full
lawd,http://lawd.info/ontology/,Linking Ancient World Data Ontology, en ,v1.0,2014-09-03,https://lov.linkeddata.es/dataset/lov/vocabs/lawd/versions/2014-09-03.n3,LOV_Full
lc,http://semweb.mmlab.be/ns/linkedconnections#Ontology,The Linked Connections ontology, en ,v2015.0702,2015-07-02,https://lov.linkeddata.es/dataset/lov/vocabs/lc/versions/2015-07-02.n3,LOV_Full
lcy,http://purl.org/vocab/lifecycle/schema,Lifecycle Schema, en ,v2008-06-03,2008-06-03,https://lov.linkeddata.es/dataset/lov/vocabs/lcy/versions/2008-06-03.n3,LOV_Full
taxref-ld,http://taxref.mnhn.fr/lod/taxref-ld,TAXREF-LD Ontology, en fr ,v15.2,2022-07-29,https://lov.linkeddata.es/dataset/lov/vocabs/taxref-ld/versions/2022-07-29.n3,LOV_Full
ldp,http://www.w3.org/ns/ldp#,Linked Data Platform, ,v20150226,2015-02-26,https://lov.linkeddata.es/dataset/lov/vocabs/ldp/versions/2015-02-26.n3,LOV_Full
ldr,http://purl.oclc.org/NET/ldr/ns#,Linked Data Rights (LDR), en ,v2.0,2014-08-30,https://lov.linkeddata.es/dataset/lov/vocabs/ldr/versions/2014-08-30.n3,LOV_Full
ldvm,http://linked.opendata.cz/ontology/ldvm/,Vocabulary for Linked Data Visualization Model, en ,v2015-04-02,2015-04-02,https://lov.linkeddata.es/dataset/lov/vocabs/ldvm/versions/2015-04-02.n3,LOV_Full
lemon,http://lemon-model.net/lemon,LExicon Model for ONtologies, de en es fr nl ru ,v2016-07-13,2016-07-13,https://lov.linkeddata.es/dataset/lov/vocabs/lemon/versions/2016-07-13.n3,LOV_Full
lexdcp,http://www.w3.org/ns/lemon/decomp,Lexicon Model for Ontologies - Decomp, af de en es fr it nl pt ro ru sv ,v1.1,2016-01-10,https://lov.linkeddata.es/dataset/lov/vocabs/lexdcp/versions/2016-01-10.n3,LOV_Full
lexinfo,http://www.lexinfo.net/ontology/2.0/lexinfo,LexInfo Ontology, de en fr ru ,v2016-07-13,2016-07-13,https://lov.linkeddata.es/dataset/lov/vocabs/lexinfo/versions/2016-07-13.n3,LOV_Full
lgdo,http://linkedgeodata.org/ontology,LinkedGeoData ontology, ar be bn ca cs da de el en es et eu fi fr gl he hr hu is it ja ka ko lt lv mk ms nl no pl pt ru sk sl sq sr sv tr uk vi zh ,v2014-07-26,2014-07-26,https://lov.linkeddata.es/dataset/lov/vocabs/lgdo/versions/2014-07-26.n3,LOV_Full
lh,https://w3id.org/legalhtml/ov,LegalHTML Ontology, en ,v2023-05-08,2023-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/lh/versions/2023-05-08.n3,LOV_Full
li,http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage,OWL representation of ISO 19115 (Geographic Information - Metadata - Lineage package), ,v2014-08-13,2014-08-13,https://lov.linkeddata.es/dataset/lov/vocabs/li/versions/2014-08-13.n3,LOV_Full
lib,http://purl.org/library/,Library extension of schema.org, en ,v2012-06-18,2012-06-18,https://lov.linkeddata.es/dataset/lov/vocabs/lib/versions/2012-06-18.n3,LOV_Full
lifecycle,http://www.irit.fr/recherches/MELODI/ontologies/IoT-Lifecycle,IoT-Lifecycle, ,v2.0,2016-02-26,https://lov.linkeddata.es/dataset/lov/vocabs/lifecycle/versions/2016-02-26.n3,LOV_Full
lime,http://www.w3.org/ns/lemon/lime,Lexicon Model for Ontologies - LIngusitic MEtadata (LIME), af de en es fr it nl pt ro ru sv ,v1.1,2016-01-10,https://lov.linkeddata.es/dataset/lov/vocabs/lime/versions/2016-01-10.n3,LOV_Full
limo,http://purl.org/limo-ontology/limo/,Linked Statistical Models Vocabulary, ,v2013-10-15,2013-10-15,https://lov.linkeddata.es/dataset/lov/vocabs/limo/versions/2013-10-15.n3,LOV_Full
limoo,http://purl.org/LiMo/0.1#,License Model Ontology, en it ,v3,2013-05-20,https://lov.linkeddata.es/dataset/lov/vocabs/limoo/versions/2013-05-20.n3,LOV_Full
lingvo,https://w3id.org/vocab/lingvoj,The Lingvoj Ontology, de en eo es fi fr it ja nl no pl pt ru sv tr zh ,v3.0,2020-05-31,https://lov.linkeddata.es/dataset/lov/vocabs/lingvo/versions/2020-05-31.n3,LOV_Full
lio,http://purl.org/net/lio,Lightweight Image Ontology, en ,v2014-05-16,2014-05-16,https://lov.linkeddata.es/dataset/lov/vocabs/lio/versions/2014-05-16.n3,LOV_Full
llont,http://www.linklion.org/ontology,LinkLion - the Link Discovery Portal, en ,v2015-03-25,2015-03-25,https://lov.linkeddata.es/dataset/lov/vocabs/llont/versions/2015-03-25.n3,LOV_Full
lmm1,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl,Lexical MetaModel Level 1, en it ,v1.8,2010-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-09.n3,LOV_Full
lmm2,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl,Lexical MetaModel Level 2, en ,v1.2,2010-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2010-02-09.n3,LOV_Full
loc,http://purl.org/ctic/infraestructuras/localizacion,Vocabulario de Localizaciones, en es ,v2011-11-05,2011-11-05,https://lov.linkeddata.es/dataset/lov/vocabs/loc/versions/2011-11-05.n3,LOV_Full
locah,http://data.archiveshub.ac.uk/def/,The LOCAH RDF Vocabulary, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/locah/versions/2015-01-11.n3,LOV_Full
locn,http://www.w3.org/ns/locn,ISA Programme Location Core Vocabulary, en ,v2015-0323,2015-03-23,https://lov.linkeddata.es/dataset/lov/vocabs/locn/versions/2015-03-23.n3,LOV_Full
san-lod,http://dati.san.beniculturali.it/SAN/,SAN Ontologia, it ,v1.1,2015-03-02,https://lov.linkeddata.es/dataset/lov/vocabs/san-lod/versions/2015-03-02.n3,LOV_Full
lode,http://linkedevents.org/ontology/,Linking Open Descriptions of Events, en ,v2010-10-07,2010-10-07,https://lov.linkeddata.es/dataset/lov/vocabs/lode/versions/2010-10-07.n3,LOV_Full
log,http://www.w3.org/2000/10/swap/log,SWAP Logic Ontology, ,v1.0,2000-10-01,https://lov.linkeddata.es/dataset/lov/vocabs/log/versions/2000-10-01.n3,LOV_Full
lom,http://data.opendiscoveryspace.eu/lom_ontology_ods.owl,Learning Object Metadata Ontology, en ,v1.0,2015-03-30,https://lov.linkeddata.es/dataset/lov/vocabs/lom/versions/2015-03-30.n3,LOV_Full
losp,http://sparql.sstu.ru:3030/speciality/,Linked open specialities RF, en ru ,v1.0,2017-03-08,https://lov.linkeddata.es/dataset/lov/vocabs/losp/versions/2017-03-08.n3,LOV_Full
loted,http://loted.eu/ontology,LOTED ontology, de en fr ,v2012-07-03,2012-07-03,https://lov.linkeddata.es/dataset/lov/vocabs/loted/versions/2012-07-03.n3,LOV_Full
lsc,http://linkedscience.org/lsc/ns#,Linked Science Core Vocabulary, en ,v2011-11-29,2011-11-29,https://lov.linkeddata.es/dataset/lov/vocabs/lsc/versions/2011-11-29.n3,LOV_Full
lslife,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl,ELSEWeb Lifemapper Ontology, en ,v1.2,2015-09-24,https://lov.linkeddata.es/dataset/lov/vocabs/lslife/versions/2015-09-24.n3,LOV_Full
lsmap,http://ontology.cybershare.utep.edu/ELSEWeb/mappings/elseweb-mappings.owl,ELSEWeb Mappings Ontology, en ,v2015-09-24,2015-09-24,https://lov.linkeddata.es/dataset/lov/vocabs/lsmap/versions/2015-09-24.n3,LOV_Full
lsq,http://lsq.aksw.org/vocab,The Linked SPARQL Queries Vocabulary (LSQ(V)), en ,v2015-09-07,2015-09-07,https://lov.linkeddata.es/dataset/lov/vocabs/lsq/versions/2015-09-07.n3,LOV_Full
lsweb,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl,ELSEWeb Data Ontology, en ,v2015-09-24,2015-09-24,https://lov.linkeddata.es/dataset/lov/vocabs/lsweb/versions/2015-09-24.n3,LOV_Full
lswmo,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl,ELSEWeb Modelling Ontology, en ,v1.2,2014-05-01,https://lov.linkeddata.es/dataset/lov/vocabs/lswmo/versions/2014-05-01.n3,LOV_Full
lswpm,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper-parameters.owl,ELSEWeb Lifemapper Parameters Ontology, en ,v1.2,2015-09-24,https://lov.linkeddata.es/dataset/lov/vocabs/lswpm/versions/2015-09-24.n3,LOV_Full
ludo-vc,http://ns.inria.fr/ludo/v1/virtualcontext#,Ludo - Virtual Context, en ,v2016-08-26,2016-08-26,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-vc/versions/2016-08-26.n3,LOV_Full
ludo,http://ns.inria.fr/ludo,Ludo Ontology, en ,v2016-05-10,2016-05-10,https://lov.linkeddata.es/dataset/lov/vocabs/ludo/versions/2016-05-10.n3,LOV_Full
ludo-xapi,http://ns.inria.fr/ludo/v1/xapi,Experience API (xAPI), en ,v2016-05-12,2016-05-12,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-xapi/versions/2016-05-12.n3,LOV_Full
lv,http://purl.org/lobid/lv,lobid vocab, de en ,v2015-02-09,2015-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/lv/versions/2015-02-09.n3,LOV_Full
lvont,http://lexvo.org/ontology,Lexvo.org Ontology, en ,v0.23,2014-01-29,https://lov.linkeddata.es/dataset/lov/vocabs/lvont/versions/2014-01-29.n3,LOV_Full
lyou,http://purl.org/linkingyou/,Linking-you vocabulary, en ,v2012-12-01,2012-12-01,https://lov.linkeddata.es/dataset/lov/vocabs/lyou/versions/2012-12-01.n3,LOV_Full
m3lite,http://purl.org/iot/vocab/m3-lite#,The Machine-to-Machine Measurement (M3) Lite Ontology, en ,v3.0,2017-07-29,https://lov.linkeddata.es/dataset/lov/vocabs/m3lite/versions/2017-07-29.n3,LOV_Full
m4i,http://w3id.org/nfdi4ing/metadata4ing#,Metadata4Ing: An ontology for describing the generation of research data within a scientific activity., de en ,v1.2,2023-09-27,https://lov.linkeddata.es/dataset/lov/vocabs/m4i/versions/2023-09-27.n3,LOV_Full
ma-ont,http://www.w3.org/ns/ma-ont,Ontology for Media Resources, ,v1.0-R36,2013-03-20,https://lov.linkeddata.es/dataset/lov/vocabs/ma-ont/versions/2013-03-20.n3,LOV_Full
mads,http://www.loc.gov/mads/rdf/v1,Metadata Authority Description Schema, en ,v2015-1028,2015-10-28,https://lov.linkeddata.es/dataset/lov/vocabs/mads/versions/2015-10-28.n3,LOV_Full
marl,http://www.gsi.dit.upm.es/ontologies/marl/ns,Marl Ontology Specification, en ,v1.0,2013-05-10,https://lov.linkeddata.es/dataset/lov/vocabs/marl/versions/2013-05-10.n3,LOV_Full
maso,http://securitytoolbox.appspot.com/MASO,Sécurité Agents Mobiles, ,v2013-05-03,2013-05-03,https://lov.linkeddata.es/dataset/lov/vocabs/maso/versions/2013-05-03.n3,LOV_Full
tribont-material,https://w3id.org/tribont/material,Material module, en ,v1.0,2023-06-02,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-material/versions/2023-06-02.n3,LOV_Full
md,http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata,OWL representation of ISO 19115, en ,v2014-08-28,2014-08-28,https://lov.linkeddata.es/dataset/lov/vocabs/md/versions/2014-08-28.n3,LOV_Full
mdi,https://w3id.org/multidimensional-interface/ontology,RDF vocabulary to describe a Multidimensional Interface., en ,v2016-06-28,2016-06-28,https://lov.linkeddata.es/dataset/lov/vocabs/mdi/versions/2016-06-28.n3,LOV_Full
mdo-struc,https://w3id.org/mdo/structure/,Materials Design Ontology - Structure Module, en ,v1.0,2019-11-07,https://lov.linkeddata.es/dataset/lov/vocabs/mdo-struc/versions/2019-11-07.n3,LOV_Full
mdo,https://w3id.org/mdo/full/,Materials Design Ontology - Full, en ,v1.0,2019-11-07,https://lov.linkeddata.es/dataset/lov/vocabs/mdo/versions/2019-11-07.n3,LOV_Full
mdoprov,https://w3id.org/mdo/provenance/,Materials Design Ontology - Provenance Module, en ,v1.0,2020-04-02,https://lov.linkeddata.es/dataset/lov/vocabs/mdoprov/versions/2020-04-02.n3,LOV_Full
mdr,http://semanticturkey.uniroma2.it/ns/mdr,The Semantic Turkey metadata registry ontology, en ,v1.0.1,2022-05-06,https://lov.linkeddata.es/dataset/lov/vocabs/mdr/versions/2022-05-06.n3,LOV_Full
meb,http://rdf.myexperiment.org/ontologies/base/,The myExperiment Base Ontology, en ,v2013-03-26,2013-03-26,https://lov.linkeddata.es/dataset/lov/vocabs/meb/versions/2013-03-26.n3,LOV_Full
media,http://purl.org/media,The Media RDF Vocabulary, en ,v2008-07-09,2008-07-09,https://lov.linkeddata.es/dataset/lov/vocabs/media/versions/2008-07-09.n3,LOV_Full
medred,http://w3id.org/medred/medred#,MedRed ontology: clinical data acquisition model, en es fr ,v0.0.1,2017-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/medred/versions/2017-05-08.n3,LOV_Full
mexalgo,http://mex.aksw.org/mex-algo,MEX Algorithm Ontology, en pt ,v1.0.0,2014-04-05,https://lov.linkeddata.es/dataset/lov/vocabs/mexalgo/versions/2014-04-05.n3,LOV_Full
mexcore,http://mex.aksw.org/mex-core,MEX Core Vocabulary, en pt ,v1.0.2,2016-05-01,https://lov.linkeddata.es/dataset/lov/vocabs/mexcore/versions/2016-05-01.n3,LOV_Full
mexperf,http://mex.aksw.org/mex-perf,MEX Performance Ontology, en pt ,v1.0.2,2016-05-01,https://lov.linkeddata.es/dataset/lov/vocabs/mexperf/versions/2016-05-01.n3,LOV_Full
mil,http://rdf.muninn-project.org/ontologies/military,Military Ontology Specification, ca cs de en es fi fr hi hu it la nl no pl pt ru sv vi ,v1.1,2015-07-05,https://lov.linkeddata.es/dataset/lov/vocabs/mil/versions/2015-07-05.n3,LOV_Full
mls,http://www.w3.org/ns/mls,Machine Learning Schema, en ,v1.0,2016-10-17,https://lov.linkeddata.es/dataset/lov/vocabs/mls/versions/2016-10-17.n3,LOV_Full
mo,http://purl.org/ontology/mo/,Music Ontology, ,v2.15,2013-07-22,https://lov.linkeddata.es/dataset/lov/vocabs/mo/versions/2013-07-22.n3,LOV_Full
moac,http://www.observedchange.com/moac/ns#,Management of a Crisis Vocabulary, en ,v0.4,2012-01-29,https://lov.linkeddata.es/dataset/lov/vocabs/moac/versions/2012-01-29.n3,LOV_Full
moat,http://moat-project.org/ns#,Meaning of a Tag Ontology, en ,v2008-01-15,2008-01-15,https://lov.linkeddata.es/dataset/lov/vocabs/moat/versions/2008-01-15.n3,LOV_Full
mod,http://www.isibang.ac.in/ns/mod,MOD: Metadata for Ontology Description and publication, en ,v2.0,2021-12-06,https://lov.linkeddata.es/dataset/lov/vocabs/mod/versions/2021-12-06.n3,LOV_Full
modsci,https://w3id.org/skgo/modsci#,"ModSci, Modern Science Ontology.", en ,v1.1,2022-12-18,https://lov.linkeddata.es/dataset/lov/vocabs/modsci/versions/2022-12-18.n3,LOV_Full
mrel,http://id.loc.gov/vocabulary/relators,MARC Code List for Relators, en ,v2014-06-03,2014-06-03,https://lov.linkeddata.es/dataset/lov/vocabs/mrel/versions/2014-06-03.n3,LOV_Full
msm,http://iserve.kmi.open.ac.uk/ns/msm,Minimal Service Model, en ,v1.3,2014-09-03,https://lov.linkeddata.es/dataset/lov/vocabs/msm/versions/2014-09-03.n3,LOV_Full
msr,http://www.telegraphis.net/ontology/measurement/measurement#,Measurement Ontology, en ,v2009-06-06,2009-06-06,https://lov.linkeddata.es/dataset/lov/vocabs/msr/versions/2009-06-06.n3,LOV_Full
mtlo,http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl,MarineTLO Ontology, en ,v2014-08-02,2014-08-02,https://lov.linkeddata.es/dataset/lov/vocabs/mtlo/versions/2014-08-02.n3,LOV_Full
munc,http://ns.inria.fr/munc/,Meta-Uncertainty, en ,v2.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/munc/versions/2019-02-01.n3,LOV_Full
mus,http://data.doremus.org/ontology#,DOREMUS is an extension of the FRBRoo model for describing the music., en fr ,v0.2,2017-06-05,https://lov.linkeddata.es/dataset/lov/vocabs/mus/versions/2017-06-05.n3,LOV_Full
music,http://www.kanzaki.com/ns/music,Music Vocabulary, ja ,v0.96,2007-10-31,https://lov.linkeddata.es/dataset/lov/vocabs/music/versions/2007-10-31.n3,LOV_Full
muto,http://purl.org/muto/core,Modular Unified Tagging Ontology (MUTO), en ,v1.0,2011-11-16,https://lov.linkeddata.es/dataset/lov/vocabs/muto/versions/2011-11-16.n3,LOV_Full
mv,http://schema.mobivoc.org/,MobiVoc: Open Mobility Vocabulary, de en fr ,v1.0.0,2018-01-18,https://lov.linkeddata.es/dataset/lov/vocabs/mv/versions/2018-01-18.n3,LOV_Full
mvco,http://purl.oclc.org/NET/mvco.owl,Media Value Chain Ontology, en ,v1.0,2010-05-07,https://lov.linkeddata.es/dataset/lov/vocabs/mvco/versions/2010-05-07.n3,LOV_Full
nao,http://www.semanticdesktop.org/ontologies/2007/08/15/nao,NEPOMUK Annotation Ontology, ,v1.2,2013-08-28,https://lov.linkeddata.es/dataset/lov/vocabs/nao/versions/2013-08-28.n3,LOV_Full
nas,https://data.nasa.gov/ontologies/atmonto/NAS#,US National Airspace System (NAS) vocabulary, ,v1.0,2018-03-28,https://lov.linkeddata.es/dataset/lov/vocabs/nas/versions/2018-03-28.n3,LOV_Full
ncal,http://www.semanticdesktop.org/ontologies/2007/04/02/ncal,NEPOMUK Calendar Ontology, ,v1.1,2011-06-27,https://lov.linkeddata.es/dataset/lov/vocabs/ncal/versions/2011-06-27.n3,LOV_Full
nco,http://www.semanticdesktop.org/ontologies/2007/03/22/nco,NEPOMUK Contact Ontology, ,v1.2,2012-07-06,https://lov.linkeddata.es/dataset/lov/vocabs/nco/versions/2012-07-06.n3,LOV_Full
nen2660,https://w3id.org/nen2660/,"NEN 2660-2:2022 'Rules for information modelling of the built environment - Part 2: Practical configuration, extension and implementation of NEN 2660-1''", en nl ,v2023-05-10,2023-05-10,https://lov.linkeddata.es/dataset/lov/vocabs/nen2660/versions/2023-05-10.n3,LOV_Full
nen3610,http://modellen.geostandaarden.nl/def/nen3610,NEN 3610 - Basismodel geo-informatie, ,v2022.0601,2022-06-01,https://lov.linkeddata.es/dataset/lov/vocabs/nen3610/versions/2022-06-01.n3,LOV_Full
nfo,http://www.semanticdesktop.org/ontologies/2007/03/22/nfo,NEPOMUK File Ontology, ,v1.2,2012-06-10,https://lov.linkeddata.es/dataset/lov/vocabs/nfo/versions/2012-06-10.n3,LOV_Full
ngeo,http://geovocab.org/geometry,NeoGeo Geometry Ontology, ,v2012-02-05,2012-02-05,https://lov.linkeddata.es/dataset/lov/vocabs/ngeo/versions/2012-02-05.n3,LOV_Full
nie,http://www.semanticdesktop.org/ontologies/2007/01/19/nie,NEPOMUK Information Element Core Ontology, ,v1.2,2012-10-03,https://lov.linkeddata.es/dataset/lov/vocabs/nie/versions/2012-10-03.n3,LOV_Full
nif,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#,NLP Interchange Format, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/nif/versions/2015-01-11.n3,LOV_Full
nlon,http://lod.nl.go.kr/ontology/,National Library of Korea Ontology, en ko ,v2015-11-23,2015-11-23,https://lov.linkeddata.es/dataset/lov/vocabs/nlon/versions/2015-11-23.n3,LOV_Full
nno,https://w3id.org/nno/ontology,The Neural Network Ontology, ,v2.0,2020-06-03,https://lov.linkeddata.es/dataset/lov/vocabs/nno/versions/2020-06-03.n3,LOV_Full
noria,https://w3id.org/noria/ontology/,The NORIA Ontology, en fr ,v0.2,2022-12-15,https://lov.linkeddata.es/dataset/lov/vocabs/noria/versions/2022-12-15.n3,LOV_Full
np,http://www.nanopub.org/nschema,Nano publication ontology, ,v2022-05-19,2022-05-19,https://lov.linkeddata.es/dataset/lov/vocabs/np/versions/2022-05-19.n3,LOV_Full
npg,http://ns.nature.com/terms/,Nature.com Core Ontology, en ,1.0.41,2015-04-30,https://lov.linkeddata.es/dataset/lov/vocabs/npg/versions/2015-04-30.n3,LOV_Full
nrl,http://www.semanticdesktop.org/ontologies/2007/08/15/nrl,NEPOMUK Representational Language, ,v1.2,2012-08-25,https://lov.linkeddata.es/dataset/lov/vocabs/nrl/versions/2012-08-25.n3,LOV_Full
nrv,http://ns.inria.fr/nrv,Normative Requirements Vocabulary, en ,v2017-08-08,2017-08-08,https://lov.linkeddata.es/dataset/lov/vocabs/nrv/versions/2017-08-08.n3,LOV_Full
nsl,http://purl.org/ontology/storyline,A News Storyline Ontology, en ,v0.3,2013-05-01,https://lov.linkeddata.es/dataset/lov/vocabs/nsl/versions/2013-05-01.n3,LOV_Full
ntag,http://ns.inria.fr/nicetag/2010/09/09/voc,Nice Tag Ontology, en es fr it nl ,v0.5,2010-09-09,https://lov.linkeddata.es/dataset/lov/vocabs/ntag/versions/2010-09-09.n3,LOV_Full
oa,http://www.w3.org/ns/oa#,Open Annotation Data Model, ,W3C-Recommendation,2016-11-12,https://lov.linkeddata.es/dataset/lov/vocabs/oa/versions/2016-11-12.n3,LOV_Full
oad,http://culturalis.org/oad#,Ontology for archival description, en it ,v1.3,2018-08-02,https://lov.linkeddata.es/dataset/lov/vocabs/oad/versions/2018-08-02.n3,LOV_Full
oae,http://www.ics.forth.gr/isl/oae/core,Open NEE Model, en ,v2015-03-25,2015-03-25,https://lov.linkeddata.es/dataset/lov/vocabs/oae/versions/2015-03-25.n3,LOV_Full
oan,http://data.lirmm.fr/ontologies/oan,Ontologie de l'Assemblée  Nationale, ,v2012-04-25,2012-04-25,https://lov.linkeddata.es/dataset/lov/vocabs/oan/versions/2012-04-25.n3,LOV_Full
obo,http://purl.obolibrary.org/obo/obi.owl,Ontology for Biomedical Investigation, en ,v2019.0806,2019-08-06,https://lov.linkeddata.es/dataset/lov/vocabs/obo/versions/2019-08-06.n3,LOV_Full
obsm,http://rdf.geospecies.org/methods/observationMethod.rdf,Observation Method Ontology, en ,v2009-02-15,2009-02-15,https://lov.linkeddata.es/dataset/lov/vocabs/obsm/versions/2009-02-15.n3,LOV_Full
obws,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,Object with states ontology, en ,v2016-04-15,2016-04-15,https://lov.linkeddata.es/dataset/lov/vocabs/obws/versions/2016-04-15.n3,LOV_Full
oc,http://contextus.net/ontology/ontomedia/core/expression#,OntoMedia Core, en ,v0.32,2005-05-03,https://lov.linkeddata.es/dataset/lov/vocabs/oc/versions/2005-05-03.n3,LOV_Full
ocd,http://dati.camera.it/ocd/,Ontologia Camera dei Deputati, it ,v1.2,2013-05-02,https://lov.linkeddata.es/dataset/lov/vocabs/ocd/versions/2013-05-02.n3,LOV_Full
ocds,http://purl.org/onto-ocds/ocds,Schema for an Open Contracting Release (OCDS), en es ,v2018-07-03,2018-07-03,https://lov.linkeddata.es/dataset/lov/vocabs/ocds/versions/2018-07-03.n3,LOV_Full
odapp,http://vocab.deri.ie/odapp,Open Data Applications Vocabulary, ,v2012-07-17,2012-07-17,https://lov.linkeddata.es/dataset/lov/vocabs/odapp/versions/2012-07-17.n3,LOV_Full
odapps,http://semweb.mmlab.be/ns/odapps,The vocabulary for (L)OD ideas and applications, en ,v1.1,2014-06-16,https://lov.linkeddata.es/dataset/lov/vocabs/odapps/versions/2014-06-16.n3,LOV_Full
odpart,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,Ontology Design Pattern Participation, en ,v1.1,2011-01-30,https://lov.linkeddata.es/dataset/lov/vocabs/odpart/versions/2011-01-30.n3,LOV_Full
odrl,http://www.w3.org/ns/odrl/2/,The Open Digital Rights Language (ODRL) Ontology, en ,v2.2,2017-09-16,https://lov.linkeddata.es/dataset/lov/vocabs/odrl/versions/2017-09-16.n3,LOV_Full
odrs,http://schema.theodi.org/odrs,Open Data Rights Statement Vocabulary, en ,v0.1,2013-07-29,https://lov.linkeddata.es/dataset/lov/vocabs/odrs/versions/2013-07-29.n3,LOV_Full
odv,http://reference.data.gov.uk/def/organogram,Organogram Data Vocabulary, en ,v2011-06-11,2011-06-11,https://lov.linkeddata.es/dataset/lov/vocabs/odv/versions/2011-06-11.n3,LOV_Full
oecc,http://www.oegov.org/core/owl/cc,Extended Creative Commons Ontology, ,v2009-08-20,2009-08-20,https://lov.linkeddata.es/dataset/lov/vocabs/oecc/versions/2009-08-20.n3,LOV_Full
of,http://owlrep.eu01.aws.af.cm/fridge,Open Fridge vocabulary, ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/of/versions/2015-01-11.n3,LOV_Full
ofo,https://w3id.org/ofo#,Occupant Feedback Ontology, en ,v1.0,2022-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/ofo/versions/2022-02-01.n3,LOV_Full
ofrd,http://purl.org/opdm/refrigerator#,Fridge and Freezer Vocabulary, de en es ,v2014-08-18,2014-08-18,https://lov.linkeddata.es/dataset/lov/vocabs/ofrd/versions/2014-08-18.n3,LOV_Full
og,http://ogp.me/ns,Open Graph Protocol Vocabulary, en ,v2013-02-16,2013-02-16,https://lov.linkeddata.es/dataset/lov/vocabs/og/versions/2013-02-16.n3,LOV_Full
oh,http://semweb.mmlab.be/ns/oh,The Opening Hours vocabulary, en ,v2015.0522,2015-05-22,https://lov.linkeddata.es/dataset/lov/vocabs/oh/versions/2015-05-22.n3,LOV_Full
olca,https://w3id.org/vocab/olca,Ontology Loose Coupling Annotation, en ,v2.0,2020-05-31,https://lov.linkeddata.es/dataset/lov/vocabs/olca/versions/2020-05-31.n3,LOV_Full
olo,http://purl.org/ontology/olo/core#,Ordered List Ontology, en ,v0.72,2010-07-23,https://lov.linkeddata.es/dataset/lov/vocabs/olo/versions/2010-07-23.n3,LOV_Full
om,http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation,ISO 19156 Observation Model, en fr ,v2014-06-19,2014-06-19,https://lov.linkeddata.es/dataset/lov/vocabs/om/versions/2014-06-19.n3,LOV_Full
omg,https://w3id.org/omg,OMG: Ontology for Managing Geometry, de en ,v0.0.1,2018-11-28,https://lov.linkeddata.es/dataset/lov/vocabs/omg/versions/2018-11-28.n3,LOV_Full
oml,http://def.seegrid.csiro.au/ontology/om/om-lite,OWL for Observations, en fr ,v2016-01-20,2016-01-20,https://lov.linkeddata.es/dataset/lov/vocabs/oml/versions/2016-01-20.n3,LOV_Full
omn,http://open-multinet.info/ontology/omn,Open-Multinet Upper Ontology, en ,v2015-04-04,2015-04-04,https://lov.linkeddata.es/dataset/lov/vocabs/omn/versions/2015-04-04.n3,LOV_Full
omnfed,http://open-multinet.info/ontology/omn-federation,Open-Multinet Upper Federation Ontology, en ,v2015-04-04,2015-04-04,https://lov.linkeddata.es/dataset/lov/vocabs/omnfed/versions/2015-04-04.n3,LOV_Full
omnlc,http://open-multinet.info/ontology/omn-lifecycle,Open-Multinet Upper Lifecycle Ontology, en ,v2015-04-08,2015-04-08,https://lov.linkeddata.es/dataset/lov/vocabs/omnlc/versions/2015-04-08.n3,LOV_Full
