prefix,URI,Title,Languages,VersionName,VersionDate,Link,Folder
elec,http://purl.org/ctic/sector-publico/elecciones,Vocabulario de Resultados Electorales, en es ,v2013-01-17,2013-01-17,https://lov.linkeddata.es/dataset/lov/vocabs/elec/versions/2013-01-17.n3,LOV_Full
gleif-elf,https://www.gleif.org/ontology/EntityLegalForm/,Entity Legal Form Ontology, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-elf/versions/2019-02-01.n3,LOV_Full
eli,http://data.europa.eu/eli/ontology,The European Legislation Identifier, en ,v1.1,2018-05-23,https://lov.linkeddata.es/dataset/lov/vocabs/eli/versions/2018-05-23.n3,LOV_Full
emotion,http://ns.inria.fr/emoca,Emotion Ontology for Context Awareness, en ,v2013-11-26,2013-11-26,https://lov.linkeddata.es/dataset/lov/vocabs/emotion/versions/2013-11-26.n3,LOV_Full
emp,http://purl.org/ctic/empleo/oferta,Vocabulario de Ofertas de Empleo, en es ,v2013-09-03,2013-09-03,https://lov.linkeddata.es/dataset/lov/vocabs/emp/versions/2013-09-03.n3,LOV_Full
ends,http://labs.mondeca.com/vocab/endpointStatus,"Vocabulary of endpoint status (availability, responseTime)", en ,v1.0,2011-02-24,https://lov.linkeddata.es/dataset/lov/vocabs/ends/versions/2011-02-24.n3,LOV_Full
ep,http://eprints.org/ontology/,EPrints Ontology, en ,v2010-10-20,2010-10-20,https://lov.linkeddata.es/dataset/lov/vocabs/ep/versions/2010-10-20.n3,LOV_Full
eppl,https://w3id.org/ep-plan,The EP-Plan ontology, en ,v1.0,2019-03-06,https://lov.linkeddata.es/dataset/lov/vocabs/eppl/versions/2019-03-06.n3,LOV_Full
eqp,https://data.nasa.gov/ontologies/atmonto/equipment#,Aircraft Equipment Vocabulary, ,v1.0,2018-03-28,https://lov.linkeddata.es/dataset/lov/vocabs/eqp/versions/2018-03-28.n3,LOV_Full
tribont-equipment,https://w3id.org/tribont/equipment,Equipment module, en ,v1.0,2023-06-02,https://lov.linkeddata.es/dataset/lov/vocabs/tribont-equipment/versions/2023-06-02.n3,LOV_Full
era,http://data.europa.eu/949/,ERA vocabulary, en ,v3.0.0,2023-03-29,https://lov.linkeddata.es/dataset/lov/vocabs/era/versions/2023-03-29.n3,LOV_Full
esco,http://data.europa.eu/esco/model,The ESCO ontology, en ,v1.2,2014-10-23,https://lov.linkeddata.es/dataset/lov/vocabs/esco/versions/2014-10-23.n3,LOV_Full
essglobal,http://purl.org/essglobal/vocab/,ESSGlobal Vocabulary, en es fr it pt ,v1.1,2015-05-04,https://lov.linkeddata.es/dataset/lov/vocabs/essglobal/versions/2015-05-04.n3,LOV_Full
eupont,http://elite.polito.it/ontologies/eupont.owl,EUPont: an ontology for End User Programming of the IoT, en ,v2.0,2018-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/eupont/versions/2018-02-09.n3,LOV_Full
eurio,http://data.europa.eu/s66#,EURIO: EUropean Research Information Ontology, en ,v1.1,2021-08-20,https://lov.linkeddata.es/dataset/lov/vocabs/eurio/versions/2021-08-20.n3,LOV_Full
seas-eval,https://w3id.org/seas/EvaluationOntology,The SEAS Evaluation ontology, en ,v1.0,2016-09-21,https://lov.linkeddata.es/dataset/lov/vocabs/seas-eval/versions/2016-09-21.n3,LOV_Full
event,http://purl.org/NET/c4dm/event.owl,The Event Ontology, ,v1.01,2007-10-25,https://lov.linkeddata.es/dataset/lov/vocabs/event/versions/2007-10-25.n3,LOV_Full
ex,http://purl.org/net/ns/ex,Example vocabulary, ja ,v0.35,2007-12-13,https://lov.linkeddata.es/dataset/lov/vocabs/ex/versions/2007-12-13.n3,LOV_Full
exif,http://www.w3.org/2003/12/exif/ns,Exif data description vocabulary, en fr ja ,v2003-08-19,2003-08-19,https://lov.linkeddata.es/dataset/lov/vocabs/exif/versions/2003-08-19.n3,LOV_Full
ext,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent,OWL representation of ISO 19115 (Geographic Information - Metadata - Extent package), en ,v2014-08-28,2014-08-28,https://lov.linkeddata.es/dataset/lov/vocabs/ext/versions/2014-08-28.n3,LOV_Full
fabio,http://purl.org/spar/fabio,FRBR-aligned Bibliographic Ontology, en ,v2.1,2019-02-19,https://lov.linkeddata.es/dataset/lov/vocabs/fabio/versions/2019-02-19.n3,LOV_Full
faldo,http://biohackathon.org/resource/faldo,Feature Annotation Location Description Ontology, ,v2012-2013,2012-09-07,https://lov.linkeddata.es/dataset/lov/vocabs/faldo/versions/2012-09-07.n3,LOV_Full
fea,http://vocab.data.gov/def/fea,Federal Enterprise Architecture Vocabulary, ,v2015.0626,2015-06-26,https://lov.linkeddata.es/dataset/lov/vocabs/fea/versions/2015-06-26.n3,LOV_Full
fel,http://w3id.org/vcb/fel#,A Fine-grained Entity Linking vocabulary, en ,v2019-10-24,2019-10-24,https://lov.linkeddata.es/dataset/lov/vocabs/fel/versions/2019-10-24.n3,LOV_Full
fiesta-iot,http://purl.org/iot/ontology/fiesta-iot,FIESTA-IoT Ontology, en ,v1.0.2,2017-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/fiesta-iot/versions/2017-02-09.n3,LOV_Full
rml-fnml,http://w3id.org/rml/fnml/,RML-FNML, en ,v0.1.0,2023-06-15,https://lov.linkeddata.es/dataset/lov/vocabs/rml-fnml/versions/2023-06-15.n3,LOV_Full
foaf,http://xmlns.com/foaf/0.1/,Friend of a Friend vocabulary, ,v0.99,2014-01-14,https://lov.linkeddata.es/dataset/lov/vocabs/foaf/versions/2014-01-14.n3,LOV_Full
fog,https://w3id.org/fog,FOG: File Ontology for Geometry formats, en ,v0.0.2,2019-05-27,https://lov.linkeddata.es/dataset/lov/vocabs/fog/versions/2019-05-27.n3,LOV_Full
foio,https://w3id.org/seas/FeatureOfInterestOntology,The SEAS Feature of Interest ontology., en ,v1.0,2016-07-01,https://lov.linkeddata.es/dataset/lov/vocabs/foio/versions/2016-07-01.n3,LOV_Full
food,http://data.lirmm.fr/ontologies/food,Food Ontology, ,v2013-09-24,2013-09-24,https://lov.linkeddata.es/dataset/lov/vocabs/food/versions/2013-09-24.n3,LOV_Full
fowl,http://www.w3.org/TR/2003/PR-owl-guide-20031215/food,Food Ontology in OWL, ,v2013-02-23,2013-02-23,https://lov.linkeddata.es/dataset/lov/vocabs/fowl/versions/2013-02-23.n3,LOV_Full
frad,http://iflastandards.info/ns/fr/frad/,FRAD model, en es ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/frad/versions/2015-01-11.n3,LOV_Full
frapo,http://purl.org/cerif/frapo/,"Funding, Research Administration and Projects Ontology", en ,v1.1,2014-01-31,https://lov.linkeddata.es/dataset/lov/vocabs/frapo/versions/2014-01-31.n3,LOV_Full
frappe,http://streamreasoning.org/ontologies/frappe#,"FraPPE: Frame, Pixel, Place, Event vocabulary", ,v0.2,2015-04-28,https://lov.linkeddata.es/dataset/lov/vocabs/frappe/versions/2015-04-28.n3,LOV_Full
frbr,http://purl.org/vocab/frbr/core,Expression of Core FRBR Concepts in RDF, en ,v2009-05-16,2009-05-16,https://lov.linkeddata.es/dataset/lov/vocabs/frbr/versions/2009-05-16.n3,LOV_Full
frbre,http://purl.org/vocab/frbr/extended,Extended FRBR, en ,v2005-08-10,2005-08-10,https://lov.linkeddata.es/dataset/lov/vocabs/frbre/versions/2005-08-10.n3,LOV_Full
frbrer,http://iflastandards.info/ns/fr/frbr/frbrer/,FRBRer model, en es ,v2015.0714,2015-07-14,https://lov.linkeddata.es/dataset/lov/vocabs/frbrer/versions/2015-07-14.n3,LOV_Full
fresnel,http://www.w3.org/2004/09/fresnel,Fresnel Lens and Format Core Vocabulary, ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/fresnel/versions/2015-01-11.n3,LOV_Full
g50k,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/,50K Gazetteer Vocabulary, ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/g50k/versions/2015-01-11.n3,LOV_Full
game,http://data.totl.net/game/,TotL Game Ontology, ,v2014-02-17,2014-02-17,https://lov.linkeddata.es/dataset/lov/vocabs/game/versions/2014-02-17.n3,LOV_Full
gc,http://www.oegov.org/core/owl/gc,oeGOV Government Core Ontology, ,v2009-08-24,2009-08-24,https://lov.linkeddata.es/dataset/lov/vocabs/gc/versions/2009-08-24.n3,LOV_Full
gci,http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl,Global City Indicator Foundation Ontology, ,v2015.0415,2015-04-15,https://lov.linkeddata.es/dataset/lov/vocabs/gci/versions/2015-04-15.n3,LOV_Full
gcon,https://w3id.org/GConsent,GConsent - a consent ontology based on the GDPR, en ,v0.5,2018-11-25,https://lov.linkeddata.es/dataset/lov/vocabs/gcon/versions/2018-11-25.n3,LOV_Full
gd,http://vocab.data.gov/gd,Government Data Vocabulary, ,v2011-11-21,2011-11-21,https://lov.linkeddata.es/dataset/lov/vocabs/gd/versions/2011-11-21.n3,LOV_Full
gdprov,https://w3id.org/GDPRov,The GDPR Provenance ontology, en ,v0.7,2018-04-06,https://lov.linkeddata.es/dataset/lov/vocabs/gdprov/versions/2018-04-06.n3,LOV_Full
gdprt,https://w3id.org/GDPRtEXT,GDPR text EXTensions, en ,v0.6,2018-07-03,https://lov.linkeddata.es/dataset/lov/vocabs/gdprt/versions/2018-07-03.n3,LOV_Full
gen,http://purl.org/gen/0.1#,Vocabulary for Linked Genealogical Data, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/gen/versions/2015-01-11.n3,LOV_Full
geo,http://www.w3.org/2003/01/geo/wgs84_pos,WGS84 Geo Positioning, ,v1.22,2009-04-20,https://lov.linkeddata.es/dataset/lov/vocabs/geo/versions/2009-04-20.n3,LOV_Full
gleif-geo,https://www.gleif.org/ontology/Geocoding/,Global Legal Entity Identifier Foundation Geocoding Ontology, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-geo/versions/2019-02-01.n3,LOV_Full
geod,http://vocab.lenka.no/geo-deling,Landinndelingen i Norge, ,v2012-10-11,2012-10-11,https://lov.linkeddata.es/dataset/lov/vocabs/geod/versions/2012-10-11.n3,LOV_Full
geof,http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl,Geo Features, ,v0.01,2004-02-20,https://lov.linkeddata.es/dataset/lov/vocabs/geof/versions/2004-02-20.n3,LOV_Full
geofla,http://data.ign.fr/def/geofla,Ontologie des unités administratives de l'IGN, en fr ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/geofla/versions/2015-01-11.n3,LOV_Full
geom,http://data.ign.fr/def/geometrie,Ontologie des primitives géométriques, en fr ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/geom/versions/2015-01-11.n3,LOV_Full
geop,http://aims.fao.org/aos/geopolitical.owl,FAO Geopolitical Ontology, ar en es fr pt zh ,v1.1,2011-01-18,https://lov.linkeddata.es/dataset/lov/vocabs/geop/versions/2011-01-18.n3,LOV_Full
geosp,http://rdf.geospecies.org/ont/geospecies,GeoSpecies Ontology, ,v2012-10-02,2012-10-02,https://lov.linkeddata.es/dataset/lov/vocabs/geosp/versions/2012-10-02.n3,LOV_Full
gf,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature,OWL representation of ISO 19109 (General Feature Model), ,v2013-11-14,2013-11-14,https://lov.linkeddata.es/dataset/lov/vocabs/gf/versions/2013-11-14.n3,LOV_Full
gleif-L1,https://www.gleif.org/ontology/L1/,Global Legal Entity Identifier Foundation Level 1 Ontology - Who Is Who, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-L1/versions/2019-02-01.n3,LOV_Full
gleif-ra,https://www.gleif.org/ontology/RegistrationAuthority/,Global Legal Entity Identifier Foundation Registration Authority Ontology, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-ra/versions/2019-02-01.n3,LOV_Full
gleif-repex,https://www.gleif.org/ontology/ReportingException/,Global Legal Entity Identifier Foundation Reporting Exception Ontology, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-repex/versions/2019-02-01.n3,LOV_Full
gleif-L2,https://www.gleif.org/ontology/L2/,Global Legal Entity Identifier Foundation Level 2 Ontology - Who Owns Whom, en ,v1.0,2019-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/gleif-L2/versions/2019-02-01.n3,LOV_Full
gm,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry,OWL representation of ISO 19107 (Geographic Information), ,v2013-11-14,2013-11-14,https://lov.linkeddata.es/dataset/lov/vocabs/gm/versions/2013-11-14.n3,LOV_Full
ludo-gm,http://ns.inria.fr/ludo/v1/gamemodel#,Ludo Game Model Ontology, en ,v2016-08-26,2016-08-26,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-gm/versions/2016-08-26.n3,LOV_Full
gml,http://www.opengis.net/ont/gml,OGC Geometry, en ,v1.01,2012-09-11,https://lov.linkeddata.es/dataset/lov/vocabs/gml/versions/2012-09-11.n3,LOV_Full
gn,http://www.geonames.org/ontology,The Geonames ontology, en sv no bg ru ,v3.1,2012-10-29,https://lov.linkeddata.es/dataset/lov/vocabs/gn/versions/2012-10-29.n3,LOV_Full
gndo,http://d-nb.info/standards/elementset/gnd#,GND Ontology, de en ,v1.12,2019-02-12,https://lov.linkeddata.es/dataset/lov/vocabs/gndo/versions/2019-02-12.n3,LOV_Full
gold,http://purl.org/linguistics/gold,General Ontology for Linguistic Description, en ,v2010,2010-01-01,https://lov.linkeddata.es/dataset/lov/vocabs/gold/versions/2010-01-01.n3,LOV_Full
gom,https://w3id.org/gom,GOM: Geometry Metadata Ontology, en ,v2019-10-24,2019-10-24,https://lov.linkeddata.es/dataset/lov/vocabs/gom/versions/2019-10-24.n3,LOV_Full
gov,http://gov.genealogy.net/ontology.owl,Ontology for modelling historic administrative information., de en ,v2015-07-29,2015-07-29,https://lov.linkeddata.es/dataset/lov/vocabs/gov/versions/2015-07-29.n3,LOV_Full
ludo-gp,http://ns.inria.fr/ludo/v1/gamepresentation#,Ludo - Game Presentation, en ,v2016-08-26,2016-08-26,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-gm/versions/2016-08-26.n3,LOV_Full
gr,http://purl.org/goodrelations/v1,The GoodRelations Ontology for Semantic Web-based E-Commerce, en ,v2011-10-01,2011-10-01,https://lov.linkeddata.es/dataset/lov/vocabs/gr/versions/2011-10-01.n3,LOV_Full
grddl,http://www.w3.org/2003/g/data-view,Gleaning Resource Descriptions from Dialects of Languages Vocabulary, ,v2007-10-31,2007-10-31,https://lov.linkeddata.es/dataset/lov/vocabs/grddl/versions/2007-10-31.n3,LOV_Full
gso,http://www.w3.org/2006/gen/ont,Generic Specific Ontology, ,v1.7,2009-04-20,https://lov.linkeddata.es/dataset/lov/vocabs/gso/versions/2009-04-20.n3,LOV_Full
gsp,http://www.opengis.net/ont/geosparql,OGC GeoSPARQL, en ,v1.0,2012-04-30,https://lov.linkeddata.es/dataset/lov/vocabs/gsp/versions/2012-04-30.n3,LOV_Full
gtfs,http://vocab.gtfs.org/terms#,General Transit Feed Specification, en ,v2014-10-27,2014-10-27,https://lov.linkeddata.es/dataset/lov/vocabs/gtfs/versions/2014-10-27.n3,LOV_Full
gts,http://resource.geosciml.org/ontology/timescale/gts,Geologic Timescale model, en ,v2017-04-28,2017-04-28,https://lov.linkeddata.es/dataset/lov/vocabs/gts/versions/2017-04-28.n3,LOV_Full
gufo,http://purl.org/nemo/gufo#,gUFO: A Lightweight Implementation of the Unified Foundational Ontology (UFO), en ,v1.0.0,2019-11-11,https://lov.linkeddata.es/dataset/lov/vocabs/gufo/versions/2019-11-11.n3,LOV_Full
gvp,http://vocab.getty.edu/ontology,Getty Vocabulary Program ontology, ,v3.0,2015-03-25,https://lov.linkeddata.es/dataset/lov/vocabs/gvp/versions/2015-03-25.n3,LOV_Full
h2o,http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic,Ontology for conversion of ISO/TC 211, ,v2014-01-07,2014-01-07,https://lov.linkeddata.es/dataset/lov/vocabs/h2o/versions/2014-01-07.n3,LOV_Full
ha,http://sensormeasurement.appspot.com/ont/home/homeActivity#,Home Activity, en ,v0.1,2014-05-12,https://lov.linkeddata.es/dataset/lov/vocabs/ha/versions/2014-05-12.n3,LOV_Full
hctl,https://www.w3.org/2019/wot/hypermedia#,Hypermedia Controls Ontology, en ,v2020.0601,2020-06-01,https://lov.linkeddata.es/dataset/lov/vocabs/hctl/versions/2020-06-01.n3,LOV_Full
hdo,http://www.samos.gr/ontologies/helpdeskOnto.owl,HelpDesk support Ontology, el en ,v0.2,2013-04-25,https://lov.linkeddata.es/dataset/lov/vocabs/hdo/versions/2013-04-25.n3,LOV_Full
hifm,http://purl.org/net/hifm/ontology#,HIFM Ontology, ,v2014-04-01,2014-04-01,https://lov.linkeddata.es/dataset/lov/vocabs/hifm/versions/2014-04-01.n3,LOV_Full
holding,http://purl.org/ontology/holding,Holding Ontology, en ,0.1.3rev1,2014-06-30,https://lov.linkeddata.es/dataset/lov/vocabs/holding/versions/2014-06-30.n3,LOV_Full
holy,http://purl.org/holy/ns#,Hydrogen Ontology, de en ,v2023-06-14,2023-06-14,https://lov.linkeddata.es/dataset/lov/vocabs/holy/versions/2023-06-14.n3,LOV_Full
hosp,http://vocab.data.gov/hosp,Hospital Vocabulary, ,v2015-09-30,2015-09-30,https://lov.linkeddata.es/dataset/lov/vocabs/hosp/versions/2015-09-30.n3,LOV_Full
hpont,https://w3id.org/hpont,The Heat Pump Ontology (HPOnt)., en ,v0.2,2021-09-06,https://lov.linkeddata.es/dataset/lov/vocabs/hpont/versions/2021-09-06.n3,LOV_Full
hr,http://iserve.kmi.open.ac.uk/ns/hrests,hRESTS Ontology, en ,v2013-10-23,2013-10-23,https://lov.linkeddata.es/dataset/lov/vocabs/hr/versions/2013-10-23.n3,LOV_Full
hto,http://vcharpenay.github.io/hto/hto.xml,Haystack Tagging Ontology, ,v0.2,2016-10-20,https://lov.linkeddata.es/dataset/lov/vocabs/hto/versions/2016-10-20.n3,LOV_Full
http,http://www.w3.org/2011/http,HTTP in RDF, en ,v2011-04-29,2011-04-29,https://lov.linkeddata.es/dataset/lov/vocabs/http/versions/2011-04-29.n3,LOV_Full
hw,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl,Home Weather, en ,v1.03,2014-05-12,https://lov.linkeddata.es/dataset/lov/vocabs/hw/versions/2014-05-12.n3,LOV_Full
hydra,http://www.w3.org/ns/hydra/core,The Hydra Core Vocabulary, ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/hydra/versions/2015-01-11.n3,LOV_Full
iadopt,https://w3id.org/iadopt/ont,I-ADOPT Framework ontology, ,v0.9.1,2021-10-15,https://lov.linkeddata.es/dataset/lov/vocabs/iadopt/versions/2021-10-15.n3,LOV_Full
ibis,https://privatealpha.com/ontology/ibis/1#,IBIS Vocabulary, en ,v0.3,2018-02-22,https://lov.linkeddata.es/dataset/lov/vocabs/ibis/versions/2018-02-22.n3,LOV_Full
ic,http://ontology.eil.utoronto.ca/icontact.owl,"International Contact Ontology: Addresses, phone numbers and emails.", en ,v2015-04-16,2015-04-16,https://lov.linkeddata.es/dataset/lov/vocabs/ic/versions/2015-04-16.n3,LOV_Full
iddo,https://w3id.org/iddo,The Interconnected Data Dictionary Ontology (IDDO), de en ,v0.3,2021-12-06,https://lov.linkeddata.es/dataset/lov/vocabs/iddo/versions/2021-12-06.n3,LOV_Full
idemo,http://rdf.insee.fr/def/demo,Ontologie démographique de l'INSEE, fr ,v0.3,2012-12-26,https://lov.linkeddata.es/dataset/lov/vocabs/idemo/versions/2012-12-26.n3,LOV_Full
identity,http://www.identity.org/ontologies/identity.owl,Ontology of digital identity., en fr ,v2014-04-03,2014-04-03,https://lov.linkeddata.es/dataset/lov/vocabs/identity/versions/2014-04-03.n3,LOV_Full
ids,https://w3id.org/idsa/core,IDS Information Model, en ,4.0.0,2020-08-18,https://lov.linkeddata.es/dataset/lov/vocabs/ids/versions/2020-08-18.n3,LOV_Full
ifc,https://w3id.org/ifc/IFC4_ADD1,IFC4_ADD1, ,v1.2,2015-12-11,https://lov.linkeddata.es/dataset/lov/vocabs/ifc/versions/2015-12-11.n3,LOV_Full
igeo,http://rdf.insee.fr/def/geo,Ontologie géographique de l'INSEE, en fr ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/igeo/versions/2015-01-11.n3,LOV_Full
ignf,http://data.ign.fr/def/ignf,Ontologie des systèmes de coordonnées de référence, en fr ,v3.0,2016-06-28,https://lov.linkeddata.es/dataset/lov/vocabs/ignf/versions/2016-06-28.n3,LOV_Full
imo,http://imgpedia.dcc.uchile.cl/ontology,The IMGpedia Ontology, en es ,v2018-01-12,2018-01-12,https://lov.linkeddata.es/dataset/lov/vocabs/imo/versions/2018-01-12.n3,LOV_Full
incident,http://vocab.resc.info/incident,Vocabulary to describe incident response by emergency services, ,v2015-06-22,2015-06-22,https://lov.linkeddata.es/dataset/lov/vocabs/incident/versions/2015-06-22.n3,LOV_Full
infor,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,Information Realization, en ,v1.1,2011-01-30,https://lov.linkeddata.es/dataset/lov/vocabs/infor/versions/2011-01-30.n3,LOV_Full
inno,http://purl.org/innovation/ns,Ontology for Innovation, en ,v0.1,2011-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/inno/versions/2011-05-08.n3,LOV_Full
interval,http://reference.data.gov.uk/def/intervals,Intervals Ontology, en ,v2010-03-08,2010-03-08,https://lov.linkeddata.es/dataset/lov/vocabs/interval/versions/2010-03-08.n3,LOV_Full
wf-invoc,http://purl.org/net/wf-invocation,Workflow Invocation Ontology, en ,v1.1,2013-05-17,https://lov.linkeddata.es/dataset/lov/vocabs/wf-invoc/versions/2013-05-17.n3,LOV_Full
rml-io,http://w3id.org/rml/io/,RML-IO: Source and Target, en ,v0.1.0,2023-06-15,https://lov.linkeddata.es/dataset/lov/vocabs/rml-io/versions/2023-06-15.n3,LOV_Full
iol,http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl,Information Objects ontology, en it ,v1.8,2010-02-09,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2010-02-09.n3,LOV_Full
iot-tta,https://w3id.org/iot-tta,"Ontology for Internet of Things Technologies, Tools, and Applications", en ,v1.3,2022-08-27,https://lov.linkeddata.es/dataset/lov/vocabs/iot-tta/versions/2022-08-27.n3,LOV_Full
iot-lite,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#,Iot-lite ontology, en ,v0.3,2015-06-01,https://lov.linkeddata.es/dataset/lov/vocabs/iot-lite/versions/2015-06-01.n3,LOV_Full
ioto,http://www.irit.fr/recherches/MELODI/ontologies/IoT-O,IoT-O, ,v2.0,2015-02-20,https://lov.linkeddata.es/dataset/lov/vocabs/ioto/versions/2015-02-20.n3,LOV_Full
iottaxolite,http://purl.org/iot/vocab/iot-taxonomy-lite#,The IoTTaxonomy-lite Taxonomy, en ,v1.0,2019-09-07,https://lov.linkeddata.es/dataset/lov/vocabs/iottaxolite/versions/2019-09-07.n3,LOV_Full
ipo,http://purl.org/ipo/core,IPO - Issue Procedure Ontology, en ,v1.2.0,2015-07-30,https://lov.linkeddata.es/dataset/lov/vocabs/ipo/versions/2015-07-30.n3,LOV_Full
irao,http://ontology.ethereal.cz/irao,Informatics Research Artifacts Ontology, en ,v2021-05-27,2021-05-27,https://lov.linkeddata.es/dataset/lov/vocabs/irao/versions/2021-05-27.n3,LOV_Full
irw,http://www.ontologydesignpatterns.org/ont/web/irw.owl,The Identity of Resources on the Web ontology, ,v2009-03-09,2009-03-09,https://lov.linkeddata.es/dataset/lov/vocabs/irw/versions/2009-03-09.n3,LOV_Full
is,http://purl.org/ontology/is/core#,Info Service Ontology, en ,v0.7,2010-07-31,https://lov.linkeddata.es/dataset/lov/vocabs/is/versions/2010-07-31.n3,LOV_Full
isbd,http://iflastandards.info/ns/isbd/elements/,ISBD elements, en es ,v2015-03-11,2015-03-11,https://lov.linkeddata.es/dataset/lov/vocabs/isbd/versions/2015-03-11.n3,LOV_Full
iso-thes,http://purl.org/iso25964/skos-thes,ISO 25964 SKOS extension, en ,v2015-03-17,2015-03-17,https://lov.linkeddata.es/dataset/lov/vocabs/iso-thes/versions/2015-03-17.n3,LOV_Full
iso37120,http://ontology.eil.utoronto.ca/ISO37120.owl,ISO 37120 indicator URIs, en ,v1.2,2016-08-12,https://lov.linkeddata.es/dataset/lov/vocabs/iso37120/versions/2016-08-12.n3,LOV_Full
isoadr,http://reference.data.gov.au/def/ont/iso19160-1-address,ISO19160-1:2015 Address ontology, en ,v2017-11-27,2017-11-27,https://lov.linkeddata.es/dataset/lov/vocabs/isoadr/versions/2017-11-27.n3,LOV_Full
ispra,http://dati.isprambiente.it/ontology/core#,Ispra Ontology, en it ,v0.1.0,2015-12-14,https://lov.linkeddata.es/dataset/lov/vocabs/ispra/versions/2015-12-14.n3,LOV_Full
istex,https://data.istex.fr/ontology/istex#,Ontologie du projet Istex pour la diffusion de la littérature scientifique, en fr ,v1.9,2018-12-17,https://lov.linkeddata.es/dataset/lov/vocabs/istex/versions/2018-12-17.n3,LOV_Full
itm,http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0,Issue Tracking tool Model, ,v2014-06-19,2014-06-19,https://lov.linkeddata.es/dataset/lov/vocabs/itm/versions/2014-06-19.n3,LOV_Full
itsmo,http://ontology.it/itsmo/v1,IT Service Management Ontology, en it ,v2012-11-04,2012-11-04,https://lov.linkeddata.es/dataset/lov/vocabs/itsmo/versions/2012-11-04.n3,LOV_Full
ivoam,http://www.ivoa.net/rdf/messenger,Messengers, en ,v2023-05-09,2023-05-09,https://lov.linkeddata.es/dataset/lov/vocabs/ivoam/versions/2023-05-09.n3,LOV_Full
jsonsc,https://www.w3.org/2019/wot/json-schema#,JSON Schema in RDF, en ,v0.6.0,2020-06-01,https://lov.linkeddata.es/dataset/lov/vocabs/jsonsc/versions/2020-06-01.n3,LOV_Full
jup,http://w3id.org/charta77/jup,Ontology of Building Accessibility, cs en ,v2.0,2016-07-14,https://lov.linkeddata.es/dataset/lov/vocabs/jup/versions/2016-07-14.n3,LOV_Full
juso,http://rdfs.co/juso/,Juso Ontology, en ja ko ,v0.1,2015-10-02,https://lov.linkeddata.es/dataset/lov/vocabs/juso/versions/2015-10-02.n3,LOV_Full
juso.kr,http://rdfs.co/juso/kr/,South Korea Extension to Juso Ontology, en ko ,v0.1,2015-10-07,https://lov.linkeddata.es/dataset/lov/vocabs/juso.kr/versions/2015-10-07.n3,LOV_Full
kdo,http://kdo.render-project.eu/kdo#,The Knowledge Diversity Ontology, en ,v2014-06-07,2014-06-07,https://lov.linkeddata.es/dataset/lov/vocabs/kdo/versions/2014-06-07.n3,LOV_Full
kees,http://linkeddata.center/kees/v1,KEES Ontology, en ,v1.1.19,2016-02-04,https://lov.linkeddata.es/dataset/lov/vocabs/kees/versions/2016-02-04.n3,LOV_Full
keys,http://purl.org/NET/c4dm/keys.owl,Keys Ontology, ,v2007-02-25,2007-02-25,https://lov.linkeddata.es/dataset/lov/vocabs/keys/versions/2007-02-25.n3,LOV_Full
kgc,http://kgc.knowledge-graph.jp/ontology/kgc.owl,KGRC Ontology, ,v2023.0201,2023-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/kgc/versions/2023-02-01.n3,LOV_Full
